HASH,HASH_W_LEADING_ZEROS,API_NAME
0xe5daf0f4,0xe5daf0f4,?FormatToStringSpan@MarkerSchema@mozilla@@CA?AV?$Span@$$CBD$0?0@2@W4Format@12@@Z
0xfb9c8945,0xfb9c8945,?FormatToStringSpan@MarkerSchema@mozilla@@CA?AV?$Span@$$CBD$0PPPPPPPP@@2@W4Format@12@@Z
0x3b326251,0x3b326251,?FramePointerStackWalk@mozilla@@YAXP6AXIPAX00@ZI0PAPAX0@Z
0x7a55b000,0x7a55b000,?FramePointerStackWalk@mozilla@@YAXP6AXIPEAX00@ZI0PEAPEAX0@Z
0xe993d2a2,0xe993d2a2,?GenerateRandomBytesFromOS@mozilla@@YA_NPAXI@Z
0x34c907b5,0x34c907b5,?GetAccessibilityResource@ActCtxResource@mscom@mozilla@@SA?AU123@XZ
0x3b33e77e,0x3b33e77e,?GetAccessibilityResourceId@ActCtxResource@mscom@mozilla@@SAGXZ
0x7e904cc5,0x7e904cc5,?GetCachedNtDllThunk@mozilla@@YAPAV?$Buffer@U_IMAGE_THUNK_DATA32@@@1@XZ
0xfbbb5d74,0xfbbb5d74,?GetClearedBufferForMainThreadAddMarker@base_profiler_markers_detail@mozilla@@YAPAVProfileChunkedBuffer@2@XZ
0x2865d94d,0x2865d94d,?GetFuzzyfoxEnabled@TimeStamp@mozilla@@SA_NXZ
0x4afd4271,0x4afd4271,?GetOrAddIndex@UniqueJSONStrings@baseprofiler@mozilla@@AAEIABV?$Span@$$CBD$0PPPPPPPP@@3@@Z
0x721537c6,0x721537c6,?GetOrAddIndex@UniqueJSONStrings@baseprofiler@mozilla@@AEAAIAEBV?$Span@$$CBD$0?0@3@@Z
0x1068920d,0x1068920d,?GetPreXULSkeletonUIEnabled@mozilla@@YA_NXZ
0x5d2ba9af,0x5d2ba9af,?GetPreXULSkeletonUIErrorReason@mozilla@@YA?AV?$Maybe@W4PreXULSkeletonUIError@mozilla@@@1@XZ
0x32fe9d3c,0x32fe9d3c,?GetPreXULSkeletonUIWasShown@mozilla@@YA_NXZ
0xd10e67e,0x0d10e67e,?GetProfilerEnvVarsForChildProcess@baseprofiler@mozilla@@YAX$$QAV?$function@$$A6AXPBD0@Z@std@@@Z
0x915451a8,0x915451a8,?GetProfilerEnvVarsForChildProcess@baseprofiler@mozilla@@YAX$$QEAV?$function@$$A6AXPEBD0@Z@std@@@Z
0x50e34235,0x50e34235,?GetProfilingCategoryPairInfo@baseprofiler@mozilla@@YAABUProfilingCategoryPairInfo@12@W4ProfilingCategoryPair@12@@Z
0xe85087da,0xe85087da,?GetProfilingCategoryPairInfo@baseprofiler@mozilla@@YAAEBUProfilingCategoryPairInfo@12@W4ProfilingCategoryPair@12@@Z
0x6f807db2,0x6f807db2,?GetProfilingStack@AutoProfilerLabel@baseprofiler@mozilla@@SAPAVProfilingStack@23@XZ
0x151df837,0x151df837,?GetProfilingStack@AutoProfilerLabel@baseprofiler@mozilla@@SAPEAVProfilingStack@23@XZ
0x81823d07,0x81823d07,?GetProfilingStartTime@detail@baseprofiler@mozilla@@YA?AVTimeStamp@3@XZ
0x16e2e8b8,0x16e2e8b8,?GetQueryPerformanceFrequencyPerSec@mozilla@@YA_KXZ
