HASH,HASH_W_LEADING_ZEROS,API_NAME
0x675649e9,0x675649e9,??_7__non_rtti_object@@6B@
0x309f26a8,0x309f26a8,??_7bad_cast@@6B@
0x964cfc37,0x964cfc37,??_7bad_typeid@@6B@
0xd75fa2b7,0xd75fa2b7,??_7exception@@6B@
0x3dfa6b3a,0x3dfa6b3a,??_FDecimal@blink@@QAEXXZ
0xc74bebab,0xc74bebab,??_FDecimal@blink@@QEAAXXZ
0xd1b1ed12,0xd1b1ed12,??_FLZ4FrameDecompressionContext@Compression@mozilla@@QAEXXZ
0x7c687eb6,0x7c687eb6,??_FLZ4FrameDecompressionContext@Compression@mozilla@@QEAAXXZ
0x690105ad,0x690105ad,??_FUniqueJSONStrings@baseprofiler@mozilla@@QAEXXZ
0x57b6a170,0x57b6a170,??_FUniqueJSONStrings@baseprofiler@mozilla@@QEAAXXZ
0x7e81c833,0x7e81c833,??_Fbad_cast@@QAEXXZ
0xb0cf3ec5,0xb0cf3ec5,??_Fbad_typeid@@QAEXXZ
0x4e581f61,0x4e581f61,??_U@YAPAXI@Z
0x3e8f9cc0,0x3e8f9cc0,??_U@YAPAXIABUnothrow_t@std@@@Z
0x1676abd7,0x1676abd7,??_V@YAXPAX@Z
0x39f16711,0x39f16711,??_V@YAXPAXABUnothrow_t@std@@@Z
0xf320f2a9,0xf320f2a9,??_V@YAXPAXI@Z
0x894f6b1,0x0894f6b1,?AddRef@PageInformation@baseprofiler@mozilla@@QBEXXZ
0x9c4ed94f,0x9c4ed94f,?AddRef@PageInformation@baseprofiler@mozilla@@QEBAXXZ
0xfd7db69d,0xfd7db69d,?AddRef@ThreadInfo@baseprofiler@mozilla@@QBEXXZ
0xeb73632d,0xeb73632d,?AddRef@ThreadInfo@baseprofiler@mozilla@@QEBAXXZ
0xa0cb0914,0xa0cb0914,?BeginCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QAE?AV?$Result@V?$Span@$$CBD$0PPPPPPPP@@mozilla@@I@3@V?$Span@D$0PPPPPPPP@@3@@Z
0x49a967ce,0x49a967ce,?BeginCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QEAA?AV?$Result@V?$Span@$$CBD$0?0@mozilla@@_K@3@V?$Span@D$0?0@3@@Z
0x85c7d7a7,0x85c7d7a7,?BeginProcessRuntimeInit@detail@mscom@mozilla@@YAAAW4ProcessInitState@123@XZ
0x1bc7709,0x01bc7709,?BeginProcessRuntimeInit@detail@mscom@mozilla@@YAAEA_NXZ
0x28bcf80,0x028bcf80,?CacheNtDllThunk@mozilla@@YAXXZ
0x1b7e6dc6,0x1b7e6dc6,?CheckQPC@TimeStampValue@mozilla@@ABE_KABV12@@Z
0xb9dc6bd2,0xb9dc6bd2,?CheckQPC@TimeStampValue@mozilla@@AEBA_KAEBV12@@Z
0x50ea4655,0x50ea4655,?CleanupProcessRuntime@mozilla@@YAXXZ
0x9bee0f17,0x9bee0f17,?ComputeProcessUptime@TimeStamp@mozilla@@CA_KXZ
0xce9d523f,0xce9d523f,?ConsumePreXULSkeletonUIHandle@mozilla@@YAPAUHWND__@@XZ
0xc90ec9bf,0xc90ec9bf,?ConsumePreXULSkeletonUIHandle@mozilla@@YAPEAUHWND__@@XZ
0xecbe63cf,0xecbe63cf,?ContinueCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QAE?AV?$Result@V?$Span@$$CBD$0PPPPPPPP@@mozilla@@I@3@V?$Span@$$CBD$0PPPPPPPP@@3@@Z
